"x"	"y"	"z"	"dist"
222.33	281	288	0
224	198	290	3.29511760032933
226.33	200.33	290	0
201	217.33	290	4.35252800105867
200.67	221.67	290	0
136.33	269.33	131	4.54215807739011
137.67	273.67	131	0
184.67	325.67	131	4.62913598849721
187	329.67	131	0
198	281.33	136	5.70224517185997
196	286.67	136	0
198.33	198.67	136	3.13547444575781
196.67	201.33	136	0
227.67	247	136	6.08276253029822
226.67	253	136	0
115.33	204	138	3.14078015785886
112.67	205.67	138	0
190.33	172	138	7.00825227856418
190.67	179	138	0
287.67	282.67	141	7.77460609934674
289	290.33	141	0
215	184.67	141	3.28160021940517
216.33	187.67	141	0
96.67	246.33	141	4.95961692069054
95	251	141	0
214.67	318.67	141	4.24264068711928
217.67	315.67	141	0
251.33	198.33	145	3.16227766016838
248.33	199.33	145	0
259.67	210.67	145	4.022996395723
258	214.33	145	0
270.67	224.33	145	3.07824625395693
268.67	226.67	145	0
117.33	204.67	145	3.88444333206189
115.33	208	145	0
115.67	213.33	145	3.59506606337072
117	216.67	145	0
188.67	218.67	145	6.63844108206137
186.67	225	145	0
97	197	145	7.07106781186548
96	204	145	0
105.33	235.33	145	3.68480664350247
105	239	145	0
106.67	224.33	145	3.68571566998865
106.33	228	145	0
200.33	199.67	145	3.47690954728478
199.33	203	145	0
197.67	247.67	145	2.53552755851717
196.67	250	145	0
201.33	236.33	145	2.82842712474619
203.33	238.33	145	0
159.33	206	149	4.12310562561766
158.33	210	149	0
228.33	205.67	149	3.32800240384531
225.67	207.67	149	0
97	210	155	6.70820393249937
100	204	155	0
192.33	277	157	4.01358941597169
192	281	157	0
168	157	157	2.85112258592996
170.67	156	157	0
281	233	157	5.96135890548457
283.67	238.33	157	0
278.33	219.33	159	2.02869416127716
278.67	221.33	159	0
279.33	189.33	159	3.30925973595305
281.67	191.67	159	0
113.33	221.33	159	4.02796474661831
111.67	225	159	0
222	304.67	159	3.40653783187567
222.67	301.33	159	0
251.33	249	165	4.96230793079186
254.67	252.67	165	0
257.33	241.67	165	9.75112813986158
256	251.33	165	0
114	207	165	3.58577746102572
112.67	210.33	165	0
136.67	272.67	165	4.80370690196642
140.67	275.33	165	0
108.33	199.33	168	3.33600059952033
111	201.33	168	0
212.33	315.33	168	3.60555127546399
214.33	318.33	168	0
243	257.33	170	6.56725970249387
245.67	263.33	170	0
194.33	168.67	170	3.72081980214041
195	172.33	170	0
200.67	161	172	2.98291803440858
198	162.33	172	0
201	205	172	6.11628155009235
198	210.33	172	0
202.67	162.33	175	4.80370690196645
205.33	166.33	175	0
212	153.33	178	3.68571566998865
215.67	153.67	178	0
238	332	178	3.88444333206189
234.67	334	178	0
251	251	181	4.33461647669087
249.33	255	181	0
98.33	273	181	4.01442399355125
98.67	277	181	0
150.67	146	184	3.55028167896574
148.33	148.67	184	0
89.67	233	184	2.10608641798004
90.33	235	184	0
266	330.33	192	5.67000000000002
266	336	192	0
257.33	191	196	4.92183908717059
259.67	195.33	196	0
89	271	196	4.80925150101345
85	273.67	196	0
276.67	203.33	196	4.77866090029417
272.33	205.33	196	0
278	301	196	3.68480664350249
277.67	304.67	196	0
205	172.67	196	4.84608089078177
206.33	177.33	196	0
107	243	198	3.43349675986449
110	244.67	198	0
144.33	254.33	198	3.07390630956765
145	257.33	198	0
288.33	210.67	198	4.21531730715494
287	214.67	198	0
234.67	184	201	4.0699508596542
232.33	187.33	201	0
234.67	260.67	201	4.92590093282434
230.33	263	201	0
144.33	234	201	5.82103942608191
146.67	239.33	201	0
102.33	233	201	5.96135890548457
105	238.33	201	0
173	173.67	201	4.34715999245484
169.33	176	201	0
115.67	205.67	203	3.72081980214039
119	207.33	203	0
278	323.33	203	2.54472002389264
277	325.67	203	0
229.67	163.33	203	6.40312423743285
233.67	168.33	203	0
119.33	186	203	3.77595021153616
122	188.67	203	0
148.33	219.33	203	4.47213595499958
146.33	223.33	203	0
169	195	207	3.33600059952032
167	197.67	207	0
266.67	219.67	207	4.94683737351453
268.33	224.33	207	0
215.33	179.33	207	5.33999999999997
215.33	184.67	207	0
101	210.67	207	3.72081980214039
97.67	212.33	207	0
235	231	207	4.12310562561766
236	235	207	0
140.33	233.33	207	5.54216564169641
135.67	236.33	207	0
185.33	286.33	207	5.90800304671555
183.67	292	207	0
92	218.67	210	6.14564073144534
90.67	224.67	210	0
214	224.67	210	2.69156088543431
216.67	224.33	210	0
241	282.33	210	2.60555176498185
243	284	210	0
238	285.33	210	4.01358941597169
237.67	289.33	210	0
192.33	172	210	4.00943886348204
189.67	175	210	0
284.67	304.67	210	3.32800240384526
286.67	307.33	210	0
175	231.33	210	7.3136105994235
172	238	210	0
130	241.67	215	4.00943886348204
133	244.33	215	0
293	294	215	3.39673372521308
296.33	294.67	215	0
206.33	199	215	5.33000000000001
206.33	204.33	215	0
206.33	214	215	5.66999999999999
206.33	219.67	215	0
214	230.33	220	6.56725970249387
216.67	236.33	220	0
104	254	220	4.53847992173592
106.67	257.67	220	0
261	291.33	220	4.5392179943246
259.67	295.67	220	0
246.33	200.33	220	3
246.33	203.33	220	0
248.33	222.33	226	3.30219623886891
246	224.67	226	0
240.67	233	226	4.80925150101343
238	237	226	0
253.33	259.33	226	4.48206425656751
250	262.33	226	0
242.33	264	226	2.86667054263306
240	262.33	226	0
273.67	236.33	226	4.53921799432454
275	240.67	226	0
216.33	195.67	226	3.47690954728478
215.33	199	226	0
255.33	325	226	5.1764466576987
256.67	330	226	0
193.67	234.67	226	5.26772246801216
190.67	239	226	0
133	256.33	226	2.60555176498184
131.33	258.33	226	0
120.33	279.33	231	3.60555127546399
122.33	282.33	231	0
69.67	27.33	143	3.79853919290034
72	30.33	143	0
39.67	70	146	4.63417738115407
37.33	74	146	0
51	93.67	146	4.21531730715494
49.67	97.67	146	0
86.67	73.33	149	4.17958131874474
84.67	77	149	0
245	136	149	5.08702270488348
247.67	140.33	149	0
32	89.67	151	3.725291934869
33.67	93	151	0
40.33	99	151	3.33
40.33	102.33	151	0
33	29.33	153	5.65685424949238
29	33.33	153	0
27	58	153	4.26823148388182
24.33	61.33	153	0
84.67	85.33	153	3.80380073084803
83.67	89	153	0
45.67	95.33	160	3.90698093161459
44.33	99	160	0
146.33	150.67	160	4.05408436024709
145.67	154.67	160	0
92.33	71	160	2.60555176498184
94	73	160	0
134	29.67	160	3.76888577699032
131.33	32.33	160	0
88	98.67	160	2.68287159588378
86.67	101	160	0
48	104.67	164	2.82842712474619
50	106.67	164	0
201.33	119	164	4.21531730715495
200	123	164	0
297.33	164.33	164	3.4334967598645
299	167.33	164	0
22.67	109.67	164	6.36798241203601
27.33	105.33	164	0
40.33	83	167	5
40.33	88	167	0
45	87	167	3.07065139669094
43	89.33	167	0
247.33	123.67	167	5.67607258586427
251	128	167	0
154	158.67	167	3.72081980214041
150.67	160.33	167	0
156.33	146.67	167	5
156.33	151.67	167	0
148	126.33	167	6.12499795918332
145	131.67	167	0
97.67	152.67	167	4.26980093212789
94.33	155.33	167	0
92.67	99	170	2.85112258592997
90	100	170	0
44.67	87.67	170	3.47690954728477
43.67	91	170	0
78	105.33	173	3.80468132699705
81	107.67	173	0
219.33	109.67	173	5.74766039358624
220.33	115.33	173	0
44.33	13	173	4.48949885844735
47.67	16	173	0
193.67	136.67	173	5.07105511703435
191.67	141.33	173	0
279.67	219.67	173	6.87006550187116
277	226	173	0
55.33	106.33	177	3.33600059952033
53.33	109	177	0
223	307.33	179	5.08024605703308
221	312	179	0
239.67	132.67	179	3.79415339700442
238.67	136.33	179	0
55.33	106	179	3.42864404685001
53.67	109	179	0
30.33	27.33	179	4.00943886348202
27.67	30.33	179	0
66	126.33	182	2.86667054263304
63.67	128	182	0
145	9	182	2.53552755851716
146	11.33	182	0
123.33	122.67	182	3.32800240384528
121.33	125.33	182	0
224	291	182	4.85569768416447
225.33	295.67	182	0
287	179	182	3.07065139669095
285	181.33	182	0
100.67	72.67	185	5.52047099439894
98.33	77.67	185	0
148	21.67	185	4.70933116270241
144.67	25	185	0
142.33	35	185	4.26823148388181
145	38.33	185	0
259.33	129.67	185	3.72529193486902
261	133	185	0
290.33	179	185	4.38152941334417
291	183.33	185	0
275	180.33	185	6.47800123494891
273.67	186.67	185	0
182.33	106.67	185	4.70933116270241
179	110	185	0
234.67	118	185	6.36431457424914
235.33	124.33	185	0
211.67	106	185	3
211.67	109	185	0
48	18	185	3.68480664350248
48.33	14.33	185	0
237.67	318.33	185	3.79853919290035
240	315.33	185	0
140	23	189	3.77595021153616
142.67	25.67	189	0
71	118.67	189	4.01358941597169
70.67	122.67	189	0
98	31.33	189	5.82389903758642
96.67	37	189	0
290.33	214.33	189	3.80380073084804
294	213.33	189	0
162.33	103	193	3.07065139669095
160	105	193	0
164	123	193	3.47690954728477
165	126.33	193	0
230	290.33	193	3.73423352242467
228.33	293.67	193	0
20.33	108.33	193	4.0557243496076
21	112.33	193	0
85	151	193	3.58577746102572
83.67	154.33	193	0
44.67	123	193	5.46239874048023
48	127.33	193	0
27.67	127.33	193	3.28566583815215
26.33	130.33	193	0
295.33	200	193	5.42299732620256
296.33	205.33	193	0
142.67	24	193	3.79853919290035
145	27	193	0
147.33	18.33	197	3.89301939373539
150.67	16.33	197	0
26	110.33	197	2.82842712474619
28	112.33	197	0
75.33	61.33	197	4.21848313970792
76.67	65.33	197	0
53.33	27.67	197	2.97845597583714
54.67	30.33	197	0
286.67	219	197	3.79853919290035
283.67	221.33	197	0
185.33	303	197	1.94650969686769
187	304	197	0
192.67	200.33	197	3.80380073084802
191.67	204	197	0
242	212.67	200	3.79415339700442
241	216.33	200	0
202	194.33	200	4.21531730715495
203.33	198.33	200	0
249.33	168.67	206	3.32800240384531
247.33	171.33	206	0
244.67	180.67	206	2.86900679678525
242.33	182.33	206	0
169	98	206	3.68480664350248
169.33	101.67	206	0
114.67	63.33	206	3.80468132699705
112.33	66.33	206	0
289.67	208.33	206	3.54369863278466
292	211	206	0
292.67	216.67	206	4.80925150101345
290	220.67	206	0
166.67	271.33	210	2.59915370842128
168.33	269.33	210	0
197.33	297	210	3.5436986327847
195	299.67	210	0
237.67	143.67	210	4.53260410801562
236.33	148	210	0
235	164.33	210	3.35626280258263
234.67	167.67	210	0
86.67	84	210	3.07065139669094
89	86	210	0
55	119.67	210	4.33872100969859
52.67	123.33	210	0
263.67	142.67	210	3.6748469355879
267.33	143	210	0
161.67	110	210	5.42852650357351
165.67	106.33	210	0
188	286.33	213	3.33600059952034
190	289	213	0
172.67	249	213	3.07065139669095
170.67	251.33	213	0
262.33	228.67	213	3.30219623886895
264.67	231	213	0
292	222	213	5.26772246801213
296.33	225	213	0
140.67	105	213	4.35252800105868
138.33	108.67	213	0
115.67	179.67	213	5.01087816654925
116	184.67	213	0
154.67	115	213	3.43349675986449
153	118	213	0
181	119.67	213	3.60555127546399
178	121.67	213	0
200.33	301.67	213	3.29511760032931
198	304	213	0
102.33	167	217	3.68571566998865
102.67	170.67	217	0
227.67	175.33	217	4.48949885844732
224.33	178.33	217	0
252.67	291	217	5.5505765466301
249.67	295.67	217	0
239.33	308	217	3.14925387988965
241	310.67	217	0
229.33	305.33	217	4.12310562561766
233.33	306.33	217	0
240.67	187.67	217	4.73239896881066
244.33	190.67	217	0
40.33	57.67	217	3.58577746102571
39	61	217	0
48.67	116.67	217	3.80468132699705
46.33	119.67	217	0
227.33	164.67	217	3.76180807591247
224.67	167.33	217	0
231	152.67	217	3.79853919290035
228.67	155.67	217	0
148.33	126.67	217	3.07065139669094
150.33	129	217	0
228.67	142.67	220	2.34759451353937
230.33	144.33	220	0
164.33	144.67	220	3.34731235471088
164.67	148	220	0
163.33	157	221	7.33924383025936
158.67	162.67	221	0
109	139.67	224	3.34631140212624
109.33	143	224	0
113.33	221.67	224	4.47213595499958
115.33	225.67	224	0
202.33	271.33	224	4.39141207358183
203	275.67	224	0
220.33	273	224	4.80925150101343
223	277	224	0
265.33	225.33	228	4.009438863482
262.67	228.33	228	0
229	285	228	4.48206425656749
226	288.33	228	0
213.67	291	228	2.23606797749979
215.67	292	228	0
116	132.33	228	3.35626280258263
116.33	135.67	228	0
144.33	18.33	228	3.35626280258266
144	21.67	228	0
133.67	25.33	228	4.35252800105869
130	27.67	228	0
143.33	39.33	228	3.72887382462856
142.67	43	228	0
259	192.33	228	4.33999999999997
259	196.67	228	0
262	181.67	228	4.70791886081316
261.33	186.33	228	0
50.33	89.33	228	4.0160801784825
53	92.33	228	0
215.67	275	231	3.16227766016838
216.67	278	231	0
275	204.67	231	3.58577746102572
276.33	208	231	0
154	110.33	231	2.85112258592997
155	113	231	0
71	87.33	231	2.86667054263304
68.67	89	231	0
49	82	234	3.14925387988965
46.33	83.67	234	0
48	101.67	234	3.14396246796936
50.67	103.33	234	0
99.67	202.67	234	2.40740524216427
98.33	204.67	234	0
153	109.33	234	3.73065677863831
153.67	113	234	0
266.33	212.33	234	3.89301939373539
268.33	215.67	234	0
278.33	229.33	234	4.24264068711928
275.33	232.33	234	0
124	14.67	240	4.34255685052021
124.33	19	240	0
210	155.33	240	4.96230793079186
213.67	158.67	240	0
199.67	221.67	244	4.34715999245484
196	224	244	0
247.33	200.67	244	3.43349675986449
249	203.67	244	0
155	239.67	153	4.06420964026219
157.33	243	153	0
128.33	258	155	5.2759454129094
132.67	255	155	0
138	219	159	4.62913598849721
135.67	223	159	0
194.67	265.33	159	4.17958131874475
196.67	269	159	0
155.67	252.67	159	5.38516480713453
157.67	257.67	159	0
129.33	274	164	4.76958069435877
131.33	269.67	164	0
188.33	225.67	166	3.07824625395693
190.67	227.67	166	0
163.67	320.67	169	3.07065139669092
161.67	323	169	0
157.67	219.33	169	3.07824625395693
159.67	221.67	169	0
213.33	258.33	174	3.35626280258269
213	261.67	174	0
109	234.33	174	4.0160801784825
111.67	237.33	174	0
111.33	288.67	176	3.01809542592675
111	291.67	176	0
91.33	223.33	190	3.28566583815213
88.33	224.67	190	0
133	274	196	3.60555127546399
135	277	196	0
88.67	287.67	196	3.13547444575774
90.33	290.33	196	0
153.33	283	196	2.85112258592999
154.33	285.67	196	0
181.33	245	205	5.66823605718745
184	240	205	0
108	197.67	205	2.60555176498184
109.67	195.67	205	0
156	351.33	205	5.01087816654925
155.67	356.33	205	0
202.33	335.33	205	4.21848313970791
203.67	339.33	205	0
198	188.67	205	3.3967337252131
198.67	192	205	0
194	344.33	208	2.82842712474619
192	346.33	208	0
100.67	198.33	208	4.80925150101344
98	202.33	208	0
119.67	284.33	208	3.33600059952033
117	286.33	208	0
107.33	287	208	2.74308220802804
104.67	287.67	208	0
176	272	211	3.5436986327847
178.33	274.67	211	0
157.67	280.33	211	4.53921799432461
159	284.67	211	0
204.33	327.33	213	5
201.33	331.33	213	0
174.33	272.67	213	4.7093311627024
171	276	213	0
147.67	211.33	213	3.80380073084802
146.67	215	213	0
147	190.67	213	2.60555176498184
148.67	192.67	213	0
239.33	232.33	217	3.55028167896574
242	234.67	217	0
235	270.67	217	3.28160021940517
233.67	273.67	217	0
206	197.67	222	3.79853919290035
208.33	200.67	222	0
242.33	259.33	222	4.47213595499958
240.33	263.33	222	0
233.33	257	222	6.74866653495338
235.67	263.33	222	0
216.33	224	222	4.77586641354214
217.33	228.67	222	0
190	334.33	222	3.14925387988965
192.67	336	222	0
138.67	291	222	4.85844625369058
137.33	295.67	222	0
168	349	222	4.26823148388184
164.67	351.67	222	0
212	245.67	226	5.21110352996367
216	242.33	226	0
195	318.33	226	3.73423352242467
193.33	321.67	226	0
99.33	198	226	3.72081980214039
97.67	201.33	226	0
219	209	226	3.54369863278468
216.33	211.33	226	0
70.33	251	226	2.75036361232473
69.67	253.67	226	0
82.67	255.33	229	4.73239896881064
86.33	252.33	229	0
226	304.67	229	4.17080327994498
224	308.33	229	0
117	312.67	229	2.35467619854618
115.33	314.33	229	0
113.67	317.67	229	2.53552755851716
116	318.67	229	0
224.33	218	232	3.73423352242462
227.67	219.67	232	0
175.67	325	232	3.34631140212621
176	328.33	232	0
141	257.33	232	4.21531730715495
142.33	261.33	232	0
157	202	232	4.9555827104388
153.33	205.33	232	0
88	293.33	232	3.4334967598645
91	295	232	0
74.67	260.33	232	3.07824625395698
72.67	262.67	232	0
151	237.33	239	2.69156088543431
149.67	239.67	239	0
131	252.67	239	3.88444333206189
129	256	239	0
143.67	319.33	241	4.24264068711928
146.67	322.33	241	0
101.33	293	241	3.39477539757786
100.67	296.33	241	0
201.33	311.67	241	3.16227766016838
200.33	314.67	241	0
149.67	237	241	4.38001141551025
150.33	241.33	241	0
130.67	213	246	3.33000000000001
130.67	216.33	246	0
111	246.33	246	2.85112258592996
112	249	246	0
194.67	284.33	246	3.07065139669095
197	286.33	246	0
204.67	315.67	246	4.53260410801558
201	318.33	246	0
195	237	250	4.95961692069053
193.33	241.67	250	0
185	208	250	4.01608017848249
182.33	211	250	0
165	332.67	250	3.07065139669095
162.67	334.67	250	0
138.67	243	263	4.12310562561766
142.67	242	263	0
105	242.67	263	4.53260410801563
101.33	245.33	263	0
198.67	308.67	263	3.28566583815213
197.33	311.67	263	0
105.33	282	271	3.28160021940516
104	285	271	0
160.67	275.67	275	2.84176001801697
159.67	278.33	275	0
194	305.67	275	3.34631140212621
194.33	309	275	0
172.67	202	275	3.07174217668085
173.33	205	275	0
175	305	278	4.01608017848251
172	307.67	278	0
114.67	243	278	4.48206425656751
117.67	246.33	278	0
106	253.33	278	3.07824625395693
108	255.67	278	0
143.67	260	279	5.21003838757453
148.33	262.33	279	0
153	276.33	279	4.33461647669087
151.33	280.33	279	0
168.67	297.67	279	3.07065139669092
170.67	300	279	0
114.33	259.33	279	2.60555176498185
116.33	261	279	0
111.67	280	281	4.68236051580825
111.33	284.67	281	0
138.33	311	281	7.79772402691964
135.67	318.33	281	0
177	316.67	281	3.39673372521307
177.67	320	281	0
152.67	251	281	3.72081980214041
156.33	251.67	281	0
136.67	251.67	281	3.16227766016838
135.67	254.67	281	0
128.67	315.33	147	5.66353246657951
131.33	310.33	147	0
136.33	301.67	147	3.60555127546399
138.33	298.67	147	0
184.33	268	147	2.23606797749979
185.33	270	147	0
101	337.33	147	4.12310562561766
102	341.33	147	0
130.33	296.67	149	4.17080327994498
132.33	300.33	149	0
81.67	360.33	149	3.16227766016838
82.67	363.33	149	0
147	344.33	152	3.07824625395698
145	346.67	152	0
131	362	152	4.53847992173592
128.33	365.67	152	0
214.33	321.67	152	5.8309518948453
219.33	324.67	152	0
238	310.33	152	3.73065677863833
237.33	314	152	0
172.33	317.33	154	5
175.33	321.33	154	0
165.67	351.67	154	4.38152941334414
165	356	154	0
207.67	353.33	154	5.26835837809085
209.33	358.33	154	0
236.67	322.33	154	5.01087816654925
237	327.33	154	0
147.33	343.67	154	4.24264068711928
144.33	346.67	154	0
242.33	313.67	154	5.08178118379766
239.67	318	154	0
200.33	375	159	2.86667054263306
198	376.67	159	0
190	382.33	159	2.13490046606395
188.67	384	159	0
228.67	304	161	3.68571566998868
228.33	307.67	161	0
232.67	304.33	161	3.90356247548315
234	308	161	0
190.33	252.33	161	4.07240715056831
188	255.67	161	0
165	368.67	161	3.5857774610257
163.67	372	161	0
75.67	312.67	161	2.53552755851715
74.67	315	161	0
78.67	307.67	167	5.20469979921993
82	311.67	167	0
146.67	321.33	167	3.14925387988965
145	324	167	0
144	384.33	167	5.59504244845384
142.33	389.67	167	0
255.33	318	183	4.71781729192644
256	322.67	183	0
137.33	382	183	4.91709263691461
135	386.33	183	0
85.67	337	183	3.14925387988966
84	339.67	183	0
163	380	187	4.21531730715495
164.33	384	187	0
237.33	257.33	187	4.68164501003655
237	262	187	0
218.33	368	187	4.34715999245486
216	371.67	187	0
150.67	403.33	193	5.42852650357352
146.67	407	193	0
221.33	306	193	6.33859605906543
221	312.33	193	0
237.33	291.67	193	2.82842712474619
235.33	293.67	193	0
103	376	199	6.01239552923792
101	381.67	199	0
88.67	350.67	199	5.72752127887795
92	355.33	199	0
151.67	388	204	3.76888577699036
154.33	390.67	204	0
216.67	275.33	204	2.69156088543436
218	277.67	204	0
149	283	209	4.03209622901041
152.67	284.67	209	0
141	305	209	6.01239552923792
139	310.67	209	0
107.67	309.33	209	3.59877757023134
106.33	312.67	209	0
122.67	414	209	2.68287159588377
124	416.33	209	0
209	306.67	213	5.93951176444664
213.67	303	213	0
107.33	347.33	217	4.95961692069056
109	352	217	0
104	348	217	3.60555127546399
102	351	217	0
111.67	342.33	217	2.13490046606394
113	344	217	0
68.33	351.67	217	2.10924156985396
69	353.67	217	0
74.33	363.33	217	2.60555176498185
76.33	365	217	0
192.33	279.67	217	3.14396246796933
195	281.33	217	0
163.67	308	217	3.89416229759369
167.33	306.67	217	0
103	332.33	219	5.5162396612185
100.67	337.33	219	0
116	379	219	3.60555127546399
119	377	219	0
108.67	319.67	219	3.4334967598645
107	322.67	219	0
112	333.67	219	4.9481814841414
108.67	337.33	219	0
165.67	384	227	3.88444333206187
167.67	387.33	227	0
174	331.67	232	4.7079188608131
174.67	336.33	232	0
156.67	309.33	232	2.60555176498185
154.67	311	232	0
203.33	295.67	232	4.33872100969858
201	299.33	232	0
191.67	303.67	232	3.33600059952032
189	305.67	232	0
227	310.33	232	4.26823148388184
223.67	313	232	0
183.67	376.67	232	4.07240715056829
180.33	379	232	0
224.67	346	232	4.92183908717054
222.33	350.33	232	0
137.67	323.33	235	4
137.67	327.33	235	0
142.67	303.67	235	3.89301939373539
139.33	305.67	235	0
132.67	297	235	3.32999999999998
132.67	300.33	235	0
163.33	338	235	3.07390630956768
164	341	235	0
179	354.33	235	2.14114455373757
180.67	355.67	235	0
183.67	312	235	5.5505765466301
180.67	316.67	235	0
209	308	235	2.13490046606391
210.67	306.67	235	0
146.33	372.33	238	4.71640753116186
143	375.67	238	0
103	341.33	238	3.77595021153618
100.33	344	238	0
173.67	332	231	4.76958069435877
175.67	336.33	231	0
116	300.67	231	3.32800240384526
114	303.33	231	0
172.33	154.33	128	3.72977211100087
170.67	157.67	128	0
185	137.33	128	5.20469979921994
189	134	128	0
240.67	136.67	131	7.17527002976196
238	143.33	131	0
341	69.33	131	5.93951176444665
344.67	74	131	0
353.33	84	133	3.80380073084803
354.33	87.67	133	0
307	97	133	4.03209622901042
308.67	100.67	133	0
255.33	168.67	133	2.69156088543433
257.67	170	133	0
255.67	174.33	133	3.55028167896574
253.33	177	133	0
271	185.67	137	4.52965782372135
269.67	190	137	0
205.33	220.67	137	5.3851648071345
203.33	225.67	137	0
151	185	137	3.43349675986449
149.33	188	137	0
342.33	142.67	137	3.67000000000002
346	142.67	137	0
387.67	93.67	139	5.54216564169639
384.67	98.33	139	0
445.33	75.33	139	6.19641832028792
441.67	80.33	139	0
241	128.67	139	2.12708721024788
242.33	130.33	139	0
133	197	139	4.7401371288181
129.33	200	139	0
205.67	147.67	145	2.86667054263304
208	146	145	0
211.67	171	145	2.23606797749979
213.67	172	145	0
348.67	171.33	145	2.69156088543432
348.33	174	145	0
441.33	61.33	145	2.82842712474619
439.33	63.33	145	0
162.33	242.33	145	4.24264068711928
159.33	245.33	145	0
125	157	156	3.07065139669094
122.67	159	156	0
140	142.33	156	2.86667054263304
137.67	144	156	0
187.67	106.67	156	4.00943886348202
184.67	109.33	156	0
412.33	153.67	156	4.12310562561766
413.33	157.67	156	0
404.67	48.67	156	4.38001141551023
405.33	53	156	0
354.67	139	156	3.39673372521311
354	142.33	156	0
332.67	65.33	159	3.07824625395695
334.67	67.67	159	0
440.67	102.33	159	3.9069809316146
439.33	106	159	0
166.33	227.33	159	2.98291803440858
165	230	159	0
465.33	221.67	159	3.39477539757788
464.67	225	159	0
101.67	222.33	160	3.40653783187562
101	225.67	160	0
103	211.33	160	2.98291803440858
101.67	214	160	0
324	76.67	160	2.68287159588377
322.67	79	160	0
252.33	151	160	4.66999999999999
252.33	155.67	160	0
166.33	228	160	2.6828715958838
165	230.33	160	0
459.33	231.67	160	2.23606797749979
458.33	233.67	160	0
435	52	163	2.68287159588377
437.33	50.67	163	0
390.33	83.33	163	4.02796474661834
394	81.67	163	0
416	131	163	4.80925150101345
413.33	135	163	0
228	103.67	163	4.33461647669087
229.67	107.67	163	0
380.33	113.67	163	3.89416229759366
379	117.33	163	0
408.67	127	169	4.63417738115409
406.33	131	169	0
426.67	218.33	169	4.33872100969858
430.33	216	169	0
433	223.67	169	3.28160021940515
431.67	226.67	169	0
314	71.67	169	3.79415339700439
313	75.33	169	0
431.67	59.33	169	4.38989749310846
432.33	63.67	169	0
457.33	98.33	169	3.79853919290033
455	101.33	169	0
179.33	123.33	169	4.17958131874474
177.33	127	169	0
345	172	169	4.12310562561766
346	176	169	0
317	173	169	2.66999999999999
317	175.67	169	0
167.33	159.33	169	3.55028167896574
170	161.67	169	0
282.33	139.33	169	2.987390165345
285	140.67	169	0
390.33	204	169	4.53847992173592
394	206.67	169	0
338.33	129.67	169	3.01920519342426
338.67	132.67	169	0
338	77.67	169	4.12310562561766
337	81.67	169	0
345.67	86.33	169	3.14078015785885
348.33	88	169	0
155	202.67	172	4.21531730715495
153.67	206.67	172	0
123.67	156.33	172	3.33600059952032
125.67	159	172	0
318	113.33	172	2.54472002389261
317	115.67	172	0
327.33	108	175	2.13490046606392
326	109.67	175	0
464.67	60.33	175	2.69651627104309
462.33	61.67	175	0
101.67	187.67	175	3.79415339700442
100.67	191.33	175	0
429	202.33	179	5.26772246801213
433.33	205.33	179	0
429.33	210.33	179	3.32800240384526
426.67	212.33	179	0
446.33	76.67	179	3.54276727996634
448.67	79.33	179	0
158.67	144	179	2.98291803440858
160	146.67	179	0
152.33	126.67	179	4.17080327994501
150.33	130.33	179	0
143.67	123	179	3.14925387988964
142	125.67	179	0
115.33	219	179	3.14925387988964
117	221.67	179	0
399.33	155.33	179	2.85112258592996
400.33	158	179	0
282.33	138	179	3.39673372521311
283	141.33	179	0
417	220.67	183	2.68287159588379
418.33	223	183	0
455.33	111.67	183	3.76888577699034
458	114.33	183	0
444.67	54.67	189	4
444.67	58.67	189	0
236.67	245.67	189	3.89301939373539
233.33	247.67	189	0
328.67	114.67	194	4.80925150101344
332.67	112	194	0
341.33	103.67	194	2.40185345098321
340	105.67	194	0
221	99.33	194	4.01608017848249
218.33	102.33	194	0
251.33	116.33	196	2.87480434116828
253	118.67	196	0
405.67	54.33	196	2.98291803440858
407	57	196	0
236	277.67	196	2.60555176498184
237.67	279.67	196	0
385	211.33	202	4.35252800105869
388.67	213.67	202	0
189.33	209.33	202	3.48648820448311
192.67	210.33	202	0
198.67	216.67	202	5.58549908244555
197	222	202	0
183.67	239.33	202	2.98739016534497
181	240.67	202	0
236.67	282.33	202	5.74766039358627
242.33	281.33	202	0
265.33	237	202	2.75036361232472
264.67	239.67	202	0
233	251.33	206	2.98291803440858
231.67	254	206	0
210.33	132.67	212	4.92590093282435
214.67	135	212	0
218.33	140	212	2.13490046606393
217	141.67	212	0
345	44	212	3.5857774610257
343.67	47.33	212	0
395	210.67	212	4.62913598849721
399	213	212	0
185.33	202.33	212	3.35726078820216
185.67	205.67	212	0
283.67	237.33	219	6.70820393249937
289.67	234.33	219	0
357.33	103.67	219	3.66
357.33	107.33	219	0
217.67	247.67	222	4.47213595499958
219.67	251.67	222	0
345.67	89.33	222	3.4334967598645
344	92.33	222	0
357.33	81.67	222	4.73239896881064
354.33	85.33	222	0
438.67	57	222	4.32999999999998
443	57	222	0
452.33	201	226	4.71640753116186
455.67	197.67	226	0
450.33	206	226	3.68571566998866
450.67	209.67	226	0
371.67	93.33	226	2.85112258592997
370.67	96	226	0
214	114.33	226	4.12310562561766
215	118.33	226	0
422	134.67	226	3.29511760032931
419.67	137	226	0
121.33	224.67	231	4.38001141551025
120.67	229	231	0
185	156	231	3.33600059952032
187.67	158	231	0
352.67	139.67	231	4.76958069435877
